Peer,vendor,KPI,value
Americas-focused vendors,Phocas,Project success,10
Americas-focused vendors,Phocas,Project length,9.545308741
Americas-focused vendors,Phocas,Business value,9.201422992
Americas-focused vendors,Phocas,Price-to-value,10
Americas-focused vendors,Phocas,Recommendation,10
Americas-focused vendors,Phocas,Vendor support,9.125431822
Americas-focused vendors,Phocas,Implementer support,9.372245186
Americas-focused vendors,Phocas,Product satisfaction,9.495898161
Americas-focused vendors,Phocas,Customer satisfaction,9.61328296
Americas-focused vendors,Phocas,Self-service,9.65
Americas-focused vendors,Phocas,Flexibility,8.342278424
Americas-focused vendors,Phocas,Ease of use,10
Americas-focused vendors,Phocas,Sales experience,9.622230859
Americas-focused vendors,Phocas,Data volume,1.182445141
Americas-focused vendors,Phocas,Query performance,5.457674073
Americas-focused vendors,Phocas,Performance satisfaction,6.019230769
Americas-focused vendors,Phocas,Customer experience,7.695380068
Americas-focused vendors,Phocas,Cloud BI,5.32
Americas-focused vendors,Phocas,Mobile BI,9.265861027
Americas-focused vendors,Phocas,Visual design standards,1.407407407
Americas-focused vendors,Phocas,Location intelligence,2.666666667
Americas-focused vendors,Phocas,Visual analysis,10
Americas-focused vendors,Phocas,Innovation,5.73198702
Americas-focused vendors,Phocas,Considered for purchase,1.07996446
Americas-focused vendors,Phocas,Competitive win rate,7.009771987
Americas-focused vendors,Phocas,Competitiveness,4.637848976
Americas-focused vendors,Pyramid Analytics,Business benefits,7.152579349
Americas-focused vendors,Pyramid Analytics,Project success,8.512
Americas-focused vendors,Pyramid Analytics,Project length,6.64576144
Americas-focused vendors,Pyramid Analytics,Business value,7.521249915
Americas-focused vendors,Pyramid Analytics,Price-to-value,9.425047438
Americas-focused vendors,Pyramid Analytics,Recommendation,7.860941828
Americas-focused vendors,Pyramid Analytics,Vendor support,8.969281055
Americas-focused vendors,Pyramid Analytics,Implementer support,8.353622022
Americas-focused vendors,Pyramid Analytics,Product satisfaction,8.424681754
Americas-focused vendors,Pyramid Analytics,Customer satisfaction,8.523476004
Americas-focused vendors,Pyramid Analytics,Self-service,8.732758621
Americas-focused vendors,Pyramid Analytics,Flexibility,5.383766792
Americas-focused vendors,Pyramid Analytics,Ease of use,8.490740671
Americas-focused vendors,Pyramid Analytics,Sales experience,9.46482705
Americas-focused vendors,Pyramid Analytics,Data volume,5.485893417
Americas-focused vendors,Pyramid Analytics,Query performance,9.691119514
Americas-focused vendors,Pyramid Analytics,Performance satisfaction,8.972704715
Americas-focused vendors,Pyramid Analytics,Customer experience,7.972101893
Americas-focused vendors,Pyramid Analytics,Cloud BI,3
Americas-focused vendors,Pyramid Analytics,Mobile BI,5.350453172
Americas-focused vendors,Pyramid Analytics,Operational BI,6.118906064
Americas-focused vendors,Pyramid Analytics,Visual design standards,5.857142857
Americas-focused vendors,Pyramid Analytics,Location intelligence,10
Americas-focused vendors,Pyramid Analytics,Visual analysis,9.243243243
Americas-focused vendors,Pyramid Analytics,Data preparation,3.712328767
Americas-focused vendors,Pyramid Analytics,Embedded BI,3.312937063
Americas-focused vendors,Pyramid Analytics,Innovation,6.183153443
Americas-focused vendors,Pyramid Analytics,Considered for purchase,1.879609063
Americas-focused vendors,Pyramid Analytics,Competitive win rate,3.093997208
Americas-focused vendors,Pyramid Analytics,Competitiveness,2.60824195
Americas-focused vendors,sales-i,Business benefits,3.769579923
Americas-focused vendors,sales-i,Project success,5.20275
Americas-focused vendors,sales-i,Project length,8.744186047
Americas-focused vendors,sales-i,Business value,5.076404302
Americas-focused vendors,sales-i,Price-to-value,7.666666667
Americas-focused vendors,sales-i,Recommendation,7.311878768
Americas-focused vendors,sales-i,Vendor support,7.693496067
Americas-focused vendors,sales-i,Implementer support,6.298293625
Americas-focused vendors,sales-i,Product satisfaction,9.243847242
Americas-focused vendors,sales-i,Customer satisfaction,7.503211428
Americas-focused vendors,sales-i,Self-service,4.75
Americas-focused vendors,sales-i,Flexibility,5.085467874
Americas-focused vendors,sales-i,Ease of use,6.000017518
Americas-focused vendors,sales-i,Sales experience,8.62534007
Americas-focused vendors,sales-i,Data volume,1.287774295
Americas-focused vendors,sales-i,Query performance,4.576943406
Americas-focused vendors,sales-i,Performance satisfaction,8.06993007
Americas-focused vendors,sales-i,Customer experience,5.479521427
Americas-focused vendors,sales-i,Cloud BI,8.5
Americas-focused vendors,sales-i,Mobile BI,10
Americas-focused vendors,sales-i,Operational BI,7.889655172
Americas-focused vendors,sales-i,Visual design standards,1.820512821
Americas-focused vendors,sales-i,Location intelligence,8.058823529
Americas-focused vendors,sales-i,Visual analysis,7.965601966
Americas-focused vendors,sales-i,Embedded BI,10
Americas-focused vendors,sales-i,Innovation,7.74779907
Americas-focused vendors,sales-i,Considered for purchase,1
Americas-focused vendors,Sisense,Business benefits,7.428512132
Americas-focused vendors,Sisense,Project success,7.200210526
Americas-focused vendors,Sisense,Project length,6.986046512
Americas-focused vendors,Sisense,Business value,7.278667327
Americas-focused vendors,Sisense,Price-to-value,9.181818182
Americas-focused vendors,Sisense,Recommendation,6.185595568
Americas-focused vendors,Sisense,Vendor support,7.981666799
Americas-focused vendors,Sisense,Implementer support,4.851728185
Americas-focused vendors,Sisense,Product satisfaction,2.244587096
Americas-focused vendors,Sisense,Customer satisfaction,5.994009618
Americas-focused vendors,Sisense,Self-service,3.331081081
Americas-focused vendors,Sisense,Flexibility,6.220281942
Americas-focused vendors,Sisense,Ease of use,6.390015269
Americas-focused vendors,Sisense,Sales experience,8.652051019
Americas-focused vendors,Sisense,Data volume,1.332915361
Americas-focused vendors,Sisense,Query performance,4.05657717
Americas-focused vendors,Sisense,Performance satisfaction,2.253638254
Americas-focused vendors,Sisense,Customer experience,4.574251202
Americas-focused vendors,Sisense,Cloud BI,6.225806452
Americas-focused vendors,Sisense,Mobile BI,4.126888218
Americas-focused vendors,Sisense,Visual design standards,4.333333333
Americas-focused vendors,Sisense,Location intelligence,6.882352941
Americas-focused vendors,Sisense,Visual analysis,9.513513514
Americas-focused vendors,Sisense,Data preparation,6.153424658
Americas-focused vendors,Sisense,Embedded BI,4.104278075
Americas-focused vendors,Sisense,Innovation,5.905656741
Americas-focused vendors,Sisense,Considered for purchase,2.295424256
Americas-focused vendors,Sisense,Competitive win rate,1.706003646
Americas-focused vendors,Sisense,Competitiveness,1.94177189
Americas-focused vendors,Yellowfin,Business benefits,6.724983512
Americas-focused vendors,Yellowfin,Project success,7.460137931
Americas-focused vendors,Yellowfin,Project length,6.918770764
Americas-focused vendors,Yellowfin,Business value,7.00233286
Americas-focused vendors,Yellowfin,Price-to-value,9.382352941
Americas-focused vendors,Yellowfin,Recommendation,7.169529086
Americas-focused vendors,Yellowfin,Vendor support,8.363283186
Americas-focused vendors,Yellowfin,Implementer support,6.298293625
Americas-focused vendors,Yellowfin,Product satisfaction,7.059405941
Americas-focused vendors,Yellowfin,Customer satisfaction,7.501129356
Americas-focused vendors,Yellowfin,Self-service,5.138888889
Americas-focused vendors,Yellowfin,Flexibility,7.303618867
Americas-focused vendors,Yellowfin,Ease of use,7.282757482
Americas-focused vendors,Yellowfin,Sales experience,8.880184332
Americas-focused vendors,Yellowfin,Data volume,2.02507837
Americas-focused vendors,Yellowfin,Query performance,4.819603755
Americas-focused vendors,Yellowfin,Performance satisfaction,3.630769231
Americas-focused vendors,Yellowfin,Customer experience,5.692789065
Americas-focused vendors,Yellowfin,Cloud BI,5.666666667
Americas-focused vendors,Yellowfin,Mobile BI,5.700043159
Americas-focused vendors,Yellowfin,Operational BI,8.869458128
Americas-focused vendors,Yellowfin,Visual design standards,2.855072464
Americas-focused vendors,Yellowfin,Location intelligence,9.148148148
Americas-focused vendors,Yellowfin,Visual analysis,7.416589003
Americas-focused vendors,Yellowfin,Data preparation,4.554085971
Americas-focused vendors,Yellowfin,Embedded BI,7.561188811
Americas-focused vendors,Yellowfin,Innovation,6.471406544
Americas-focused vendors,Yellowfin,Considered for purchase,1.655708574
Americas-focused vendors,Yellowfin,Competitive win rate,2.844280228
Americas-focused vendors,Yellowfin,Competitiveness,2.368851566
Dashboarding-focused products,BOARD,Business benefits,6.783363168
Dashboarding-focused products,BOARD,Project success,7.251333333
Dashboarding-focused products,BOARD,Project length,5.382879762
Dashboarding-focused products,BOARD,Business value,6.705939322
Dashboarding-focused products,BOARD,Price-to-value,7.62665066
Dashboarding-focused products,BOARD,Recommendation,7.083102493
Dashboarding-focused products,BOARD,Vendor support,7.923846134
Dashboarding-focused products,BOARD,Implementer support,7.232533806
Dashboarding-focused products,BOARD,Product satisfaction,8.949787836
Dashboarding-focused products,BOARD,Customer satisfaction,7.662289846
Dashboarding-focused products,BOARD,Self-service,7.654255319
Dashboarding-focused products,BOARD,Flexibility,9.809668585
Dashboarding-focused products,BOARD,Ease of use,7.632313804
Dashboarding-focused products,BOARD,Sales experience,7.292654489
Dashboarding-focused products,BOARD,Data volume,1.028213166
Dashboarding-focused products,BOARD,Query performance,5.583001548
Dashboarding-focused products,BOARD,Performance satisfaction,6.750392465
Dashboarding-focused products,BOARD,Customer experience,7.188861071
Dashboarding-focused products,BOARD,Cloud BI,2.227272727
Dashboarding-focused products,BOARD,Mobile BI,3.26778942
Dashboarding-focused products,BOARD,Visual design standards,6.627906977
Dashboarding-focused products,BOARD,Location intelligence,4.043478261
Dashboarding-focused products,BOARD,Visual analysis,4.803910293
Dashboarding-focused products,BOARD,Innovation,4.194071536
Dashboarding-focused products,BOARD,Considered for purchase,3.350955131
Dashboarding-focused products,BOARD,Competitive win rate,1
Dashboarding-focused products,BOARD,Competitiveness,1.940382052
Dashboarding-focused products,Cubeware,Business benefits,6.287092814
Dashboarding-focused products,Cubeware,Project success,5.741013333
Dashboarding-focused products,Cubeware,Project length,3.048462116
Dashboarding-focused products,Cubeware,Business value,5.565294538
Dashboarding-focused products,Cubeware,Price-to-value,7.547314578
Dashboarding-focused products,Cubeware,Recommendation,3.907864627
Dashboarding-focused products,Cubeware,Vendor support,5.702778429
Dashboarding-focused products,Cubeware,Implementer support,5.283975715
Dashboarding-focused products,Cubeware,Product satisfaction,1.873530703
Dashboarding-focused products,Cubeware,Customer satisfaction,4.818564037
Dashboarding-focused products,Cubeware,Self-service,5.815217391
Dashboarding-focused products,Cubeware,Flexibility,4.960072611
Dashboarding-focused products,Cubeware,Ease of use,3.002155784
Dashboarding-focused products,Cubeware,Sales experience,6.713408473
Dashboarding-focused products,Cubeware,Data volume,1.970361926
Dashboarding-focused products,Cubeware,Query performance,4.973206373
Dashboarding-focused products,Cubeware,Performance satisfaction,1.392931393
Dashboarding-focused products,Cubeware,Customer experience,4.267587679
Dashboarding-focused products,Cubeware,Cloud BI,1.553846154
Dashboarding-focused products,Cubeware,Mobile BI,4.385387856
Dashboarding-focused products,Cubeware,Visual design standards,8.178743961
Dashboarding-focused products,Cubeware,Location intelligence,3.608695652
Dashboarding-focused products,Cubeware,Visual analysis,5.256756757
Dashboarding-focused products,Cubeware,Innovation,4.596686076
Dashboarding-focused products,Cubeware,Considered for purchase,2.839182586
Dashboarding-focused products,Cubeware,Competitive win rate,3.725051821
Dashboarding-focused products,Cubeware,Competitiveness,3.370704127
Dashboarding-focused products,Dimensional Insight,Business benefits,9.086200422
Dashboarding-focused products,Dimensional Insight,Project success,8.538105263
Dashboarding-focused products,Dimensional Insight,Project length,6.209725159
Dashboarding-focused products,Dimensional Insight,Business value,8.424089492
Dashboarding-focused products,Dimensional Insight,Price-to-value,9.382352941
Dashboarding-focused products,Dimensional Insight,Recommendation,9.851089316
Dashboarding-focused products,Dimensional Insight,Vendor support,9.690501848
Dashboarding-focused products,Dimensional Insight,Implementer support,8.805990951
Dashboarding-focused products,Dimensional Insight,Product satisfaction,9.747949081
Dashboarding-focused products,Dimensional Insight,Customer satisfaction,9.467737379
Dashboarding-focused products,Dimensional Insight,Self-service,5.65
Dashboarding-focused products,Dimensional Insight,Flexibility,8.915401656
Dashboarding-focused products,Dimensional Insight,Ease of use,4.648415598
Dashboarding-focused products,Dimensional Insight,Sales experience,9.060074399
Dashboarding-focused products,Dimensional Insight,Data volume,4.841021048
Dashboarding-focused products,Dimensional Insight,Query performance,10
Dashboarding-focused products,Dimensional Insight,Performance satisfaction,8.32388664
Dashboarding-focused products,Dimensional Insight,Customer experience,7.395850349
Dashboarding-focused products,Dimensional Insight,Cloud BI,3.322580645
Dashboarding-focused products,Dimensional Insight,Mobile BI,2.903323263
Dashboarding-focused products,Dimensional Insight,Visual design standards,7.49382716
Dashboarding-focused products,Dimensional Insight,Location intelligence,5.242424242
Dashboarding-focused products,Dimensional Insight,Visual analysis,6.675675676
Dashboarding-focused products,Dimensional Insight,Data preparation,8.337563086
Dashboarding-focused products,Dimensional Insight,Innovation,5.662565679
Dashboarding-focused products,Dimensional Insight,Considered for purchase,1.175921813
Dashboarding-focused products,Dimensional Insight,Competitive win rate,9.19014658
Dashboarding-focused products,Dimensional Insight,Competitiveness,5.984456673
Dashboarding-focused products,Domo,Business benefits,9.933089514
Dashboarding-focused products,Domo,Project success,8.082133333
Dashboarding-focused products,Domo,Project length,5.699919808
Dashboarding-focused products,Domo,Business value,8.610575836
Dashboarding-focused products,Domo,Price-to-value,8.764705882
Dashboarding-focused products,Domo,Recommendation,9.968635511
Dashboarding-focused products,Domo,Vendor support,9.132298026
Dashboarding-focused products,Domo,Implementer support,5.675466838
Dashboarding-focused products,Domo,Product satisfaction,4.418872499
Dashboarding-focused products,Domo,Customer satisfaction,7.630338322
Dashboarding-focused products,Domo,Self-service,8.03125
Dashboarding-focused products,Domo,Flexibility,7.410038445
Dashboarding-focused products,Domo,Ease of use,7.790525132
Dashboarding-focused products,Domo,Sales experience,9.3299095
Dashboarding-focused products,Domo,Data volume,4.73354232
Dashboarding-focused products,Domo,Query performance,5.904340533
Dashboarding-focused products,Domo,Performance satisfaction,8.009615385
Dashboarding-focused products,Domo,Customer experience,7.414019947
Dashboarding-focused products,Domo,Cloud BI,9.46
Dashboarding-focused products,Domo,Mobile BI,9.706344411
Dashboarding-focused products,Domo,Operational BI,10
Dashboarding-focused products,Domo,Visual design standards,2.481481481
Dashboarding-focused products,Domo,Location intelligence,8.692307692
Dashboarding-focused products,Domo,Visual analysis,9.665540541
Dashboarding-focused products,Domo,Embedded BI,5.437062937
Dashboarding-focused products,Domo,Innovation,7.920391009
Dashboarding-focused products,Domo,Considered for purchase,2.183474012
Dashboarding-focused products,Domo,Competitive win rate,1.927371239
Dashboarding-focused products,Domo,Competitiveness,2.029812348
Dashboarding-focused products,Dundas,Business benefits,7.08759518
Dashboarding-focused products,Dundas,Project success,7.7928
Dashboarding-focused products,Dundas,Project length,7.195348837
Dashboarding-focused products,Dundas,Business value,7.340622396
Dashboarding-focused products,Dundas,Price-to-value,9.235294118
Dashboarding-focused products,Dundas,Recommendation,8.468908205
Dashboarding-focused products,Dundas,Vendor support,8.965615006
Dashboarding-focused products,Dundas,Implementer support,8.260198004
Dashboarding-focused products,Dundas,Product satisfaction,7.059405941
Dashboarding-focused products,Dundas,Customer satisfaction,8.392329063
Dashboarding-focused products,Dundas,Self-service,1
Dashboarding-focused products,Dundas,Flexibility,9.069517125
Dashboarding-focused products,Dundas,Ease of use,4.32514064
Dashboarding-focused products,Dundas,Sales experience,9.327098717
Dashboarding-focused products,Dundas,Data volume,1.87460815
Dashboarding-focused products,Dundas,Query performance,5.605687744
Dashboarding-focused products,Dundas,Performance satisfaction,6.815384615
Dashboarding-focused products,Dundas,Customer experience,5.350191732
Dashboarding-focused products,Dundas,Cloud BI,3.769230769
Dashboarding-focused products,Dundas,Mobile BI,5.350453172
Dashboarding-focused products,Dundas,Operational BI,6.985221675
Dashboarding-focused products,Dundas,Visual design standards,5.857142857
Dashboarding-focused products,Dundas,Location intelligence,6.517241379
Dashboarding-focused products,Dundas,Visual analysis,9.027027027
Dashboarding-focused products,Dundas,Data preparation,4.32260274
Dashboarding-focused products,Dundas,Embedded BI,7.561188811
Dashboarding-focused products,Dundas,Innovation,6.173763554
Dashboarding-focused products,Dundas,Considered for purchase,1.607729898
Dashboarding-focused products,Dundas,Competitive win rate,7.009771987
Dashboarding-focused products,Dundas,Competitiveness,4.848955151
Dashboarding-focused products,Longview Analytics,Business benefits,7.413471678
Dashboarding-focused products,Longview Analytics,Project success,7.866470588
Dashboarding-focused products,Longview Analytics,Project length,4.017562149
Dashboarding-focused products,Longview Analytics,Business value,6.998486393
Dashboarding-focused products,Longview Analytics,Price-to-value,6.652573529
Dashboarding-focused products,Longview Analytics,Recommendation,7.794030918
Dashboarding-focused products,Longview Analytics,Vendor support,7.34074697
Dashboarding-focused products,Longview Analytics,Implementer support,8.227047546
Dashboarding-focused products,Longview Analytics,Product satisfaction,8.865770863
Dashboarding-focused products,Longview Analytics,Customer satisfaction,7.815118176
Dashboarding-focused products,Longview Analytics,Self-service,2.125
Dashboarding-focused products,Longview Analytics,Flexibility,10
Dashboarding-focused products,Longview Analytics,Ease of use,7.243337486
Dashboarding-focused products,Longview Analytics,Sales experience,6.63735758
Dashboarding-focused products,Longview Analytics,Data volume,4.15821501
Dashboarding-focused products,Longview Analytics,Query performance,8.623813081
Dashboarding-focused products,Longview Analytics,Performance satisfaction,7.623421355
Dashboarding-focused products,Longview Analytics,Customer experience,6.725122602
Dashboarding-focused products,Longview Analytics,Cloud BI,3.360655738
Dashboarding-focused products,Longview Analytics,Mobile BI,6.555194051
Dashboarding-focused products,Longview Analytics,Operational BI,6.655737705
Dashboarding-focused products,Longview Analytics,Visual design standards,9.42
Dashboarding-focused products,Longview Analytics,Location intelligence,5.516129032
Dashboarding-focused products,Longview Analytics,Visual analysis,7.385135135
Dashboarding-focused products,Longview Analytics,Innovation,6.482141943
Dashboarding-focused products,Longview Analytics,Considered for purchase,2.039537983
Dashboarding-focused products,Longview Analytics,Competitive win rate,8.214625765
Dashboarding-focused products,Longview Analytics,Competitiveness,5.744590652
Dashboarding-focused products,Looker,Business benefits,10
Dashboarding-focused products,Looker,Project success,8.453647059
Dashboarding-focused products,Looker,Project length,8.744186047
Dashboarding-focused products,Looker,Business value,9.275246694
Dashboarding-focused products,Looker,Price-to-value,9.823529412
Dashboarding-focused products,Looker,Recommendation,8.009101702
Dashboarding-focused products,Looker,Vendor support,9.119373406
Dashboarding-focused products,Looker,Implementer support,7.751556128
Dashboarding-focused products,Looker,Product satisfaction,4.013790665
Dashboarding-focused products,Looker,Customer satisfaction,7.766280038
Dashboarding-focused products,Looker,Self-service,10
Dashboarding-focused products,Looker,Flexibility,9.805613329
Dashboarding-focused products,Looker,Ease of use,6.22589048
Dashboarding-focused products,Looker,Sales experience,9.705562287
Dashboarding-focused products,Looker,Query performance,1.734922991
Dashboarding-focused products,Looker,Performance satisfaction,3.443438914
Dashboarding-focused products,Looker,Customer experience,7.071608234
Dashboarding-focused products,Looker,Cloud BI,9.1
Dashboarding-focused products,Looker,Mobile BI,5.795385883
Dashboarding-focused products,Looker,Operational BI,7.724137931
Dashboarding-focused products,Looker,Visual design standards,1
Dashboarding-focused products,Looker,Location intelligence,6.882352941
Dashboarding-focused products,Looker,Embedded BI,7.024793388
Dashboarding-focused products,Looker,Innovation,6.254445024
Dashboarding-focused products,Looker,Considered for purchase,1.831630386
Dashboarding-focused products,Looker,Competitive win rate,3.061635433
Dashboarding-focused products,Looker,Competitiveness,2.569633414
Dashboarding-focused products,Microsoft Power BI,Business benefits,7.649537237
Dashboarding-focused products,Microsoft Power BI,Project success,7.185929412
Dashboarding-focused products,Microsoft Power BI,Project length,7.135778175
Dashboarding-focused products,Microsoft Power BI,Business value,7.409374785
Dashboarding-focused products,Microsoft Power BI,Price-to-value,9.867373036
Dashboarding-focused products,Microsoft Power BI,Recommendation,8.104969855
Dashboarding-focused products,Microsoft Power BI,Vendor support,6.036123589
Dashboarding-focused products,Microsoft Power BI,Implementer support,5.538748763
Dashboarding-focused products,Microsoft Power BI,Product satisfaction,5.313428218
Dashboarding-focused products,Microsoft Power BI,Customer satisfaction,6.947083795
Dashboarding-focused products,Microsoft Power BI,Self-service,5.818862275
Dashboarding-focused products,Microsoft Power BI,Flexibility,5.511763856
Dashboarding-focused products,Microsoft Power BI,Ease of use,6.693106677
Dashboarding-focused products,Microsoft Power BI,Sales experience,6.667536505
Dashboarding-focused products,Microsoft Power BI,Data volume,1.0230835
Dashboarding-focused products,Microsoft Power BI,Query performance,4.825965642
Dashboarding-focused products,Microsoft Power BI,Performance satisfaction,6.984979518
Dashboarding-focused products,Microsoft Power BI,Customer experience,5.620757291
Dashboarding-focused products,Microsoft Power BI,Cloud BI,8.615384615
Dashboarding-focused products,Microsoft Power BI,Mobile BI,8.456989345
Dashboarding-focused products,Microsoft Power BI,Operational BI,3.711598746
Dashboarding-focused products,Microsoft Power BI,Visual design standards,5.543735225
Dashboarding-focused products,Microsoft Power BI,Location intelligence,7.967741935
Dashboarding-focused products,Microsoft Power BI,Visual analysis,9.063063063
Dashboarding-focused products,Microsoft Power BI,Data preparation,5.898831835
Dashboarding-focused products,Microsoft Power BI,Embedded BI,3.308248043
Dashboarding-focused products,Microsoft Power BI,Innovation,6.570699101
Dashboarding-focused products,Microsoft Power BI,Considered for purchase,9.618249667
Dashboarding-focused products,Microsoft Power BI,Competitive win rate,4.865834921
Dashboarding-focused products,Microsoft Power BI,Competitiveness,6.766800819
Dashboarding-focused products,Pyramid Analytics,Business benefits,7.152579349
Dashboarding-focused products,Pyramid Analytics,Project success,8.512
Dashboarding-focused products,Pyramid Analytics,Project length,6.64576144
Dashboarding-focused products,Pyramid Analytics,Business value,7.521249915
Dashboarding-focused products,Pyramid Analytics,Price-to-value,9.425047438
Dashboarding-focused products,Pyramid Analytics,Recommendation,7.860941828
Dashboarding-focused products,Pyramid Analytics,Vendor support,8.969281055
Dashboarding-focused products,Pyramid Analytics,Implementer support,8.353622022
Dashboarding-focused products,Pyramid Analytics,Product satisfaction,8.424681754
Dashboarding-focused products,Pyramid Analytics,Customer satisfaction,8.523476004
Dashboarding-focused products,Pyramid Analytics,Self-service,8.732758621
Dashboarding-focused products,Pyramid Analytics,Flexibility,5.383766792
Dashboarding-focused products,Pyramid Analytics,Ease of use,8.490740671
Dashboarding-focused products,Pyramid Analytics,Sales experience,9.46482705
Dashboarding-focused products,Pyramid Analytics,Data volume,5.485893417
Dashboarding-focused products,Pyramid Analytics,Query performance,9.691119514
Dashboarding-focused products,Pyramid Analytics,Performance satisfaction,8.972704715
Dashboarding-focused products,Pyramid Analytics,Customer experience,7.972101893
Dashboarding-focused products,Pyramid Analytics,Cloud BI,3
Dashboarding-focused products,Pyramid Analytics,Mobile BI,5.350453172
Dashboarding-focused products,Pyramid Analytics,Operational BI,6.118906064
Dashboarding-focused products,Pyramid Analytics,Visual design standards,5.857142857
Dashboarding-focused products,Pyramid Analytics,Location intelligence,10
Dashboarding-focused products,Pyramid Analytics,Visual analysis,9.243243243
Dashboarding-focused products,Pyramid Analytics,Data preparation,3.712328767
Dashboarding-focused products,Pyramid Analytics,Embedded BI,3.312937063
Dashboarding-focused products,Pyramid Analytics,Innovation,6.183153443
Dashboarding-focused products,Pyramid Analytics,Considered for purchase,1.879609063
Dashboarding-focused products,Pyramid Analytics,Competitive win rate,3.093997208
Dashboarding-focused products,Pyramid Analytics,Competitiveness,2.60824195
Dashboarding-focused products,QlikView,Business benefits,6.654475688
Dashboarding-focused products,QlikView,Project success,6.385558974
Dashboarding-focused products,QlikView,Project length,6.258842618
Dashboarding-focused products,QlikView,Business value,6.498897938
Dashboarding-focused products,QlikView,Price-to-value,5.341736695
Dashboarding-focused products,QlikView,Recommendation,6.813019391
Dashboarding-focused products,QlikView,Vendor support,6.011589981
Dashboarding-focused products,QlikView,Implementer support,5.133004798
Dashboarding-focused products,QlikView,Product satisfaction,3.389607963
Dashboarding-focused products,QlikView,Customer satisfaction,5.44366182
Dashboarding-focused products,QlikView,Self-service,5.138888889
Dashboarding-focused products,QlikView,Flexibility,6.433415166
Dashboarding-focused products,QlikView,Ease of use,5.189969188
Dashboarding-focused products,QlikView,Sales experience,6.474154683
Dashboarding-focused products,QlikView,Data volume,1.724137931
Dashboarding-focused products,QlikView,Query performance,6.653040229
Dashboarding-focused products,QlikView,Performance satisfaction,5.679165056
Dashboarding-focused products,QlikView,Customer experience,5.568539552
Dashboarding-focused products,QlikView,Cloud BI,3.315789474
Dashboarding-focused products,QlikView,Mobile BI,4.685472219
Dashboarding-focused products,QlikView,Operational BI,4.011183597
Dashboarding-focused products,QlikView,Visual design standards,6.396449704
Dashboarding-focused products,QlikView,Location intelligence,6.347593583
Dashboarding-focused products,QlikView,Visual analysis,7.831512363
Dashboarding-focused products,QlikView,Data preparation,3.292765411
Dashboarding-focused products,QlikView,Innovation,5.125823764
Dashboarding-focused products,QlikView,Considered for purchase,9.236499334
Dashboarding-focused products,QlikView,Competitive win rate,2.67256049
Dashboarding-focused products,QlikView,Competitiveness,5.298136028
Dashboarding-focused products,sales-i,Business benefits,3.769579923
Dashboarding-focused products,sales-i,Project success,5.20275
Dashboarding-focused products,sales-i,Project length,8.744186047
Dashboarding-focused products,sales-i,Business value,5.076404302
Dashboarding-focused products,sales-i,Price-to-value,7.666666667
Dashboarding-focused products,sales-i,Recommendation,7.311878768
Dashboarding-focused products,sales-i,Vendor support,7.693496067
Dashboarding-focused products,sales-i,Implementer support,6.298293625
Dashboarding-focused products,sales-i,Product satisfaction,9.243847242
Dashboarding-focused products,sales-i,Customer satisfaction,7.503211428
Dashboarding-focused products,sales-i,Self-service,4.75
Dashboarding-focused products,sales-i,Flexibility,5.085467874
Dashboarding-focused products,sales-i,Ease of use,6.000017518
Dashboarding-focused products,sales-i,Sales experience,8.62534007
Dashboarding-focused products,sales-i,Data volume,1.287774295
Dashboarding-focused products,sales-i,Query performance,4.576943406
Dashboarding-focused products,sales-i,Performance satisfaction,8.06993007
Dashboarding-focused products,sales-i,Customer experience,5.479521427
Dashboarding-focused products,sales-i,Cloud BI,8.5
Dashboarding-focused products,sales-i,Mobile BI,10
Dashboarding-focused products,sales-i,Operational BI,7.889655172
Dashboarding-focused products,sales-i,Visual design standards,1.820512821
Dashboarding-focused products,sales-i,Location intelligence,8.058823529
Dashboarding-focused products,sales-i,Visual analysis,7.965601966
Dashboarding-focused products,sales-i,Embedded BI,10
Dashboarding-focused products,sales-i,Innovation,7.74779907
Dashboarding-focused products,sales-i,Considered for purchase,1
Dashboarding-focused products,SAP Analytics Cloud,Business benefits,7.387715947
Dashboarding-focused products,SAP Analytics Cloud,Project success,8.334857143
Dashboarding-focused products,SAP Analytics Cloud,Project length,7.001744186
Dashboarding-focused products,SAP Analytics Cloud,Business value,7.639101052
Dashboarding-focused products,SAP Analytics Cloud,Price-to-value,8.864450128
Dashboarding-focused products,SAP Analytics Cloud,Recommendation,7.585787778
Dashboarding-focused products,SAP Analytics Cloud,Vendor support,8.766100483
Dashboarding-focused products,SAP Analytics Cloud,Implementer support,6.698682274
Dashboarding-focused products,SAP Analytics Cloud,Product satisfaction,3.138613861
Dashboarding-focused products,SAP Analytics Cloud,Customer satisfaction,7.032644925
Dashboarding-focused products,SAP Analytics Cloud,Self-service,8.6875
Dashboarding-focused products,SAP Analytics Cloud,Flexibility,7.485874225
Dashboarding-focused products,SAP Analytics Cloud,Ease of use,4.960382725
Dashboarding-focused products,SAP Analytics Cloud,Sales experience,7.597624368
Dashboarding-focused products,SAP Analytics Cloud,Data volume,8.194357367
Dashboarding-focused products,SAP Analytics Cloud,Query performance,6.696525273
Dashboarding-focused products,SAP Analytics Cloud,Performance satisfaction,5.355769231
Dashboarding-focused products,SAP Analytics Cloud,Customer experience,7.024104205
Dashboarding-focused products,SAP Analytics Cloud,Cloud BI,10
Dashboarding-focused products,SAP Analytics Cloud,Mobile BI,8.409365559
