peer,KPI,sort,Product,Hierarchy 1,average,Value,Rank,last,group,Code
Embedded analytics-focused products,Data volume,16,Qlik Sense,,3.537925853,1.642063266,7,,2,
Embedded analytics-focused products,Data volume,16,sales-i,,3.537925853,1.287774295,9,,2,
Embedded analytics-focused products,Data volume,16,Sisense,,3.537925853,1.332915361,8,,2,
Embedded analytics-focused products,Data volume,16,Yellowfin,,3.537925853,2.02507837,5,,2,
Embedded analytics-focused products,Query performance,17,Carriots Analytics,,5.077862985,4.937860724,6,,2,
Embedded analytics-focused products,Query performance,17,Domo,,5.077862985,5.904340533,3,,2,
Embedded analytics-focused products,Query performance,17,Dundas,,5.077862985,5.605687744,4,,2,
Embedded analytics-focused products,Query performance,17,Information Builders,,5.077862985,5.524091857,5,,2,
Embedded analytics-focused products,Query performance,17,Looker,,5.077862985,1.734922991,11,,2,
Embedded analytics-focused products,Query performance,17,MS Power BI,,5.077862985,4.825965642,7,,2,
Embedded analytics-focused products,Query performance,17,MicroStrategy,,5.077862985,1.734922991,11,,2,
Embedded analytics-focused products,Query performance,17,Pyramid Analytics,,5.077862985,9.691119514,1,,2,
Embedded analytics-focused products,Query performance,17,Qlik Sense,,5.077862985,7.522319494,2,,2,
Embedded analytics-focused products,Query performance,17,sales-i,,5.077862985,4.576943406,9,,2,
Embedded analytics-focused products,Query performance,17,Sisense,,5.077862985,4.05657717,10,,2,
Embedded analytics-focused products,Query performance,17,Yellowfin,,5.077862985,4.819603755,8,,2,
Embedded analytics-focused products,Performance satisfaction,18,Carriots Analytics,,6.466854881,10,1,,2,
Embedded analytics-focused products,Performance satisfaction,18,Domo,,6.466854881,8.009615385,5,,2,
Embedded analytics-focused products,Performance satisfaction,18,Dundas,,6.466854881,6.815384615,7,,2,
Embedded analytics-focused products,Performance satisfaction,18,Information Builders,,6.466854881,5.450549451,8,,2,
Embedded analytics-focused products,Performance satisfaction,18,Looker,,6.466854881,3.443438914,11,,2,
Embedded analytics-focused products,Performance satisfaction,18,MS Power BI,,6.466854881,6.984979518,6,,2,
Embedded analytics-focused products,Performance satisfaction,18,MicroStrategy,,6.466854881,5.015384615,9,,2,
Embedded analytics-focused products,Performance satisfaction,18,Pyramid Analytics,,6.466854881,8.972704715,2,,2,
Embedded analytics-focused products,Performance satisfaction,18,Qlik Sense,,6.466854881,8.955863808,3,,2,
Embedded analytics-focused products,Performance satisfaction,18,sales-i,,6.466854881,8.06993007,4,,2,
Embedded analytics-focused products,Performance satisfaction,18,Sisense,,6.466854881,2.253638254,12,,2,
Embedded analytics-focused products,Performance satisfaction,18,Yellowfin,,6.466854881,3.630769231,10,,2,
Embedded analytics-focused products,Innovation,19,Carriots Analytics,,6.40093989,6.327166197,5,,1,
Embedded analytics-focused products,Innovation,19,Domo,,6.40093989,7.920391009,1,,1,
Embedded analytics-focused products,Innovation,19,Dundas,,6.40093989,6.173763554,8,,1,
Embedded analytics-focused products,Innovation,19,Information Builders,,6.40093989,5.574433392,12,,1,
Embedded analytics-focused products,Innovation,19,Looker,,6.40093989,6.254445024,6,,1,
Embedded analytics-focused products,Innovation,19,MS Power BI,,6.40093989,6.570699101,3,,1,
Embedded analytics-focused products,Innovation,19,MicroStrategy,,6.40093989,5.577732965,11,,1,
Embedded analytics-focused products,Innovation,19,Pyramid Analytics,,6.40093989,6.183153443,7,,1,
Embedded analytics-focused products,Innovation,19,Qlik Sense,,6.40093989,6.104631643,9,,1,
Embedded analytics-focused products,Innovation,19,sales-i,,6.40093989,7.74779907,2,,1,
Embedded analytics-focused products,Innovation,19,Sisense,,6.40093989,5.905656741,10,,1,
Embedded analytics-focused products,Innovation,19,Yellowfin,,6.40093989,6.471406544,4,,1,
Embedded analytics-focused products,Cloud BI,20,Carriots Analytics,,5.842458311,6.225806452,6,,2,
Embedded analytics-focused products,Cloud BI,20,Domo,,5.842458311,9.46,1,,2,
Embedded analytics-focused products,Cloud BI,20,Dundas,,5.842458311,3.769230769,8,,2,
Embedded analytics-focused products,Cloud BI,20,Information Builders,,5.842458311,3.16,10,,2,
Embedded analytics-focused products,Cloud BI,20,Looker,,5.842458311,9.1,2,,2,
Embedded analytics-focused products,Cloud BI,20,MS Power BI,,5.842458311,8.615384615,3,,2,
Embedded analytics-focused products,Cloud BI,20,MicroStrategy,,5.842458311,2.903846154,12,,2,
Embedded analytics-focused products,Cloud BI,20,Pyramid Analytics,,5.842458311,3,11,,2,
Embedded analytics-focused products,Cloud BI,20,Qlik Sense,,5.842458311,3.482758621,9,,2,
Embedded analytics-focused products,Cloud BI,20,sales-i,,5.842458311,8.5,4,,2,
Embedded analytics-focused products,Cloud BI,20,Sisense,,5.842458311,6.225806452,5,,2,
Embedded analytics-focused products,Cloud BI,20,Yellowfin,,5.842458311,5.666666667,7,,2,
Embedded analytics-focused products,Mobile BI,21,Carriots Analytics,,6.468912145,1.790991486,12,,2,
Embedded analytics-focused products,Mobile BI,21,Domo,,6.468912145,9.706344411,2,,2,
Embedded analytics-focused products,Mobile BI,21,Dundas,,6.468912145,5.350453172,9,,2,
Embedded analytics-focused products,Mobile BI,21,Information Builders,,6.468912145,8.050734452,4,,2,
Embedded analytics-focused products,Mobile BI,21,Looker,,6.468912145,5.795385883,7,,2,
Embedded analytics-focused products,Mobile BI,21,MS Power BI,,6.468912145,8.456989345,3,,2,
Embedded analytics-focused products,Mobile BI,21,MicroStrategy,,6.468912145,6.123231038,6,,2,
Embedded analytics-focused products,Mobile BI,21,Pyramid Analytics,,6.468912145,5.350453172,10,,2,
Embedded analytics-focused products,Mobile BI,21,Qlik Sense,,6.468912145,7.17543141,5,,2,
Embedded analytics-focused products,Mobile BI,21,sales-i,,6.468912145,10,1,,2,
Embedded analytics-focused products,Mobile BI,21,Sisense,,6.468912145,4.126888218,11,,2,
Embedded analytics-focused products,Mobile BI,21,Yellowfin,,6.468912145,5.700043159,8,,2,
Embedded analytics-focused products,Operational BI,22,Carriots Analytics,,6.977239245,6.689655172,7,,2,
Embedded analytics-focused products,Operational BI,22,Domo,,6.977239245,10,1,,2,
Embedded analytics-focused products,Operational BI,22,Dundas,,6.977239245,6.985221675,6,,2,
Embedded analytics-focused products,Operational BI,22,Information Builders,,6.977239245,8.24137931,3,,2,
Embedded analytics-focused products,Operational BI,22,Looker,,6.977239245,7.724137931,5,,2,
Embedded analytics-focused products,Operational BI,22,MS Power BI,,6.977239245,3.711598746,11,,2,
Embedded analytics-focused products,Operational BI,22,MicroStrategy,,6.977239245,5.310344828,9,,2,
Embedded analytics-focused products,Operational BI,22,Pyramid Analytics,,6.977239245,6.118906064,8,,2,
Embedded analytics-focused products,Operational BI,22,Qlik Sense,,6.977239245,5.209274673,10,,2,
Embedded analytics-focused products,Operational BI,22,sales-i,,6.977239245,7.889655172,4,,2,
Embedded analytics-focused products,Operational BI,22,Sisense,,6.977239245,n/a,n/a,,2,
Embedded analytics-focused products,Operational BI,22,Yellowfin,,6.977239245,8.869458128,2,,2,
Embedded analytics-focused products,Visual design standards,23,Carriots Analytics,,4.27546098,4.936507937,5,,2,
Embedded analytics-focused products,Visual design standards,23,Domo,,4.27546098,2.481481481,10,,2,
Embedded analytics-focused products,Visual design standards,23,Dundas,,4.27546098,5.857142857,2,,2,
Embedded analytics-focused products,Visual design standards,23,Information Builders,,4.27546098,3.555555556,8,,2,
Embedded analytics-focused products,Visual design standards,23,Looker,,4.27546098,1,12,,2,
Embedded analytics-focused products,Visual design standards,23,MS Power BI,,4.27546098,5.543735225,4,,2,
Embedded analytics-focused products,Visual design standards,23,MicroStrategy,,4.27546098,8.270175439,1,,2,
Embedded analytics-focused products,Visual design standards,23,Pyramid Analytics,,4.27546098,5.857142857,3,,2,
Embedded analytics-focused products,Visual design standards,23,Qlik Sense,,4.27546098,4.794871795,6,,2,
Embedded analytics-focused products,Visual design standards,23,sales-i,,4.27546098,1.820512821,11,,2,
Embedded analytics-focused products,Visual design standards,23,Sisense,,4.27546098,4.333333333,7,,2,
Embedded analytics-focused products,Visual design standards,23,Yellowfin,,4.27546098,2.855072464,9,,2,
Embedded analytics-focused products,Location intelligence,24,Carriots Analytics,,8.02983829,9.8,2,,2,
Embedded analytics-focused products,Location intelligence,24,Domo,,8.02983829,8.692307692,4,,2,
Embedded analytics-focused products,Location intelligence,24,Dundas,,8.02983829,6.517241379,12,,2,
Embedded analytics-focused products,Location intelligence,24,Information Builders,,8.02983829,6.714285714,11,,2,
Embedded analytics-focused products,Location intelligence,24,Looker,,8.02983829,6.882352941,9,,2,
Embedded analytics-focused products,Location intelligence,24,MS Power BI,,8.02983829,7.967741935,6,,2,
Embedded analytics-focused products,Location intelligence,24,MicroStrategy,,8.02983829,7.909090909,7,,2,
Embedded analytics-focused products,Location intelligence,24,Pyramid Analytics,,8.02983829,10,1,,2,
Embedded analytics-focused products,Location intelligence,24,Qlik Sense,,8.02983829,7.785714286,8,,2,
Embedded analytics-focused products,Location intelligence,24,sales-i,,8.02983829,8.058823529,5,,2,
Embedded analytics-focused products,Location intelligence,24,Sisense,,8.02983829,6.882352941,10,,2,
Embedded analytics-focused products,Location intelligence,24,Yellowfin,,8.02983829,9.148148148,3,,2,
Embedded analytics-focused products,Visual analysis,25,Carriots Analytics,,8.30362351,7.776061776,8,,2,
Embedded analytics-focused products,Visual analysis,25,Domo,,8.30362351,9.665540541,2,,2,
Embedded analytics-focused products,Visual analysis,25,Dundas,,8.30362351,9.027027027,6,,2,
Embedded analytics-focused products,Visual analysis,25,Information Builders,,8.30362351,4.397017707,11,,2,
Embedded analytics-focused products,Visual analysis,25,Looker,,8.30362351,n/a,n/a,,2,
Embedded analytics-focused products,Visual analysis,25,MS Power BI,,8.30362351,9.063063063,5,,2,
Embedded analytics-focused products,Visual analysis,25,MicroStrategy,,8.30362351,7.515444015,9,,2,
Embedded analytics-focused products,Visual analysis,25,Pyramid Analytics,,8.30362351,9.243243243,4,,2,
Embedded analytics-focused products,Visual analysis,25,Qlik Sense,,8.30362351,9.756756757,1,,2,
Embedded analytics-focused products,Visual analysis,25,sales-i,,8.30362351,7.965601966,7,,2,
Embedded analytics-focused products,Visual analysis,25,Sisense,,8.30362351,9.513513514,3,,2,
Embedded analytics-focused products,Visual analysis,25,Yellowfin,,8.30362351,7.416589003,10,,2,
Embedded analytics-focused products,Data Preparation,26,Carriots Analytics,,4.453112549,4.421034026,5,,2,
Embedded analytics-focused products,Data Preparation,26,Domo,,4.453112549,n/a,n/a,,2,
Embedded analytics-focused products,Data Preparation,26,Dundas,,4.453112549,4.32260274,6,,2,
Embedded analytics-focused products,Data Preparation,26,Information Builders,,4.453112549,3.203767123,8,,2,
Embedded analytics-focused products,Data Preparation,26,Looker,,4.453112549,n/a,n/a,,2,
Embedded analytics-focused products,Data Preparation,26,MS Power BI,,4.453112549,5.898831835,2,,2,
Embedded analytics-focused products,Data Preparation,26,MicroStrategy,,4.453112549,2.568752314,9,,2,
Embedded analytics-focused products,Data Preparation,26,Pyramid Analytics,,4.453112549,3.712328767,7,,2,
Embedded analytics-focused products,Data Preparation,26,Qlik Sense,,4.453112549,5.243185512,3,,2,
Embedded analytics-focused products,Data Preparation,26,sales-i,,4.453112549,n/a,n/a,,2,
Embedded analytics-focused products,Data Preparation,26,Sisense,,4.453112549,6.153424658,1,,2,
Embedded analytics-focused products,Data Preparation,26,Yellowfin,,4.453112549,4.554085971,4,,2,
Embedded analytics-focused products,Embedded BI,27,Carriots Analytics,,6.164144687,8.977272727,2,,2,
Embedded analytics-focused products,Embedded BI,27,Domo,,6.164144687,5.437062937,7,,2,
Embedded analytics-focused products,Embedded BI,27,Dundas,,6.164144687,7.561188811,4,,2,
Embedded analytics-focused products,Embedded BI,27,Information Builders,,6.164144687,7.272727273,5,,2,
Embedded analytics-focused products,Embedded BI,27,Looker,,6.164144687,7.024793388,6,,2,
Embedded analytics-focused products,Embedded BI,27,MS Power BI,,6.164144687,3.308248043,12,,2,
Embedded analytics-focused products,Embedded BI,27,MicroStrategy,,6.164144687,4.020979021,10,,2,
Embedded analytics-focused products,Embedded BI,27,Pyramid Analytics,,6.164144687,3.312937063,11,,2,
Embedded analytics-focused products,Embedded BI,27,Qlik Sense,,6.164144687,5.389060092,8,,2,
Embedded analytics-focused products,Embedded BI,27,sales-i,,6.164144687,10,1,,2,
Embedded analytics-focused products,Embedded BI,27,Sisense,,6.164144687,4.104278075,9,,2,
Embedded analytics-focused products,Embedded BI,27,Yellowfin,,6.164144687,7.561188811,3,,2,
Embedded analytics-focused products,Competitiveness,28,Carriots Analytics,,3.676210315,5.555710745,2,,1,
Embedded analytics-focused products,Competitiveness,28,Domo,,3.676210315,2.029812348,10,,1,
Embedded analytics-focused products,Competitiveness,28,Dundas,,3.676210315,4.848955151,4,,1,
Embedded analytics-focused products,Competitiveness,28,Information Builders,,3.676210315,2.181066519,9,,1,
Embedded analytics-focused products,Competitiveness,28,Looker,,3.676210315,2.569633414,7,,1,
Embedded analytics-focused products,Competitiveness,28,MS Power BI,,3.676210315,6.766800819,1,,1,
Embedded analytics-focused products,Competitiveness,28,MicroStrategy,,3.676210315,4.541630005,5,,1,
Embedded analytics-focused products,Competitiveness,28,Pyramid Analytics,,3.676210315,2.60824195,6,,1,
Embedded analytics-focused products,Competitiveness,28,Qlik Sense,,3.676210315,5.025839054,3,,1,
Embedded analytics-focused products,Competitiveness,28,sales-i,,3.676210315,n/a,n/a,,1,
Embedded analytics-focused products,Competitiveness,28,Sisense,,3.676210315,1.94177189,11,,1,
Embedded analytics-focused products,Competitiveness,28,Yellowfin,,3.676210315,2.368851566,8,,1,
Embedded analytics-focused products,Considered for purchase,29,Carriots Analytics,,3.190866282,1.175921813,11,,2,
Embedded analytics-focused products,Considered for purchase,29,Domo,,3.190866282,2.183474012,5,,2,
Embedded analytics-focused products,Considered for purchase,29,Dundas,,3.190866282,1.607729898,10,,2,
Embedded analytics-focused products,Considered for purchase,29,Information Builders,,3.190866282,1.879609063,6,,2,
Embedded analytics-focused products,Considered for purchase,29,Looker,,3.190866282,1.831630386,8,,2,
Embedded analytics-focused products,Considered for purchase,29,MS Power BI,,3.190866282,9.618249667,1,,2,
Embedded analytics-focused products,Considered for purchase,29,MicroStrategy,,3.190866282,5.046201688,3,,2,
Embedded analytics-focused products,Considered for purchase,29,Pyramid Analytics,,3.190866282,1.879609063,6,,2,
Embedded analytics-focused products,Considered for purchase,29,Qlik Sense,,3.190866282,8.116836961,2,,2,
Embedded analytics-focused products,Considered for purchase,29,sales-i,,3.190866282,1,12,,2,
Embedded analytics-focused products,Considered for purchase,29,Sisense,,3.190866282,2.295424256,4,,2,
Embedded analytics-focused products,Considered for purchase,29,Yellowfin,,3.190866282,1.655708574,9,,2,
Embedded analytics-focused products,Competitive win rate,30,Carriots Analytics,,3.866993229,8.475570033,1,,2,
Embedded analytics-focused products,Competitive win rate,30,Domo,,3.866993229,1.927371239,10,,2,
Embedded analytics-focused products,Competitive win rate,30,Dundas,,3.866993229,7.009771987,2,,2,
Embedded analytics-focused products,Competitive win rate,30,Information Builders,,3.866993229,2.382038157,9,,2,
Embedded analytics-focused products,Competitive win rate,30,Looker,,3.866993229,3.061635433,6,,2,
Embedded analytics-focused products,Competitive win rate,30,MS Power BI,,3.866993229,4.865834921,3,,2,
Embedded analytics-focused products,Competitive win rate,30,MicroStrategy,,3.866993229,4.205248882,4,,2,
Embedded analytics-focused products,Competitive win rate,30,Pyramid Analytics,,3.866993229,3.093997208,5,,2,
Embedded analytics-focused products,Competitive win rate,30,Qlik Sense,,3.866993229,2.965173782,7,,2,
Embedded analytics-focused products,Competitive win rate,30,sales-i,,3.866993229,n/a,n/a,,2,
Embedded analytics-focused products,Competitive win rate,30,Sisense,,3.866993229,1.706003646,11,,2,
Embedded analytics-focused products,Competitive win rate,30,Yellowfin,,3.866993229,2.844280228,8,,2,
EMEA-focused vendors,Business value,1,Bissantz,,6.931481018,7.903958255,3,,1,
EMEA-focused vendors,Business value,1,BOARD,,6.931481018,6.705939322,6,,1,
EMEA-focused vendors,Business value,1,Cubeware,,6.931481018,5.565294538,10,,1,
EMEA-focused vendors,Business value,1,cubus,,6.931481018,8.095553201,2,,1,
EMEA-focused vendors,Business value,1,Jedox,,6.931481018,6.667051287,7,,1,
EMEA-focused vendors,Business value,1,Longview Analytics,,6.931481018,6.998486393,5,,1,
EMEA-focused vendors,Business value,1,Looker,,6.931481018,9.275246694,1,,1,
EMEA-focused vendors,Business value,1,Pyramid Analytics,,6.931481018,7.521249915,4,,1,
EMEA-focused vendors,Business value,1,sales-i,,6.931481018,5.076404302,11,,1,
EMEA-focused vendors,Business value,1,TARGIT,,6.931481018,6.178473374,9,,1,
EMEA-focused vendors,Business value,1,Unit4 prevero,,6.931481018,6.258633912,8,,1,
EMEA-focused vendors,Business benefits,2,Bissantz,,6.837793368,8.233879324,2,,2,
EMEA-focused vendors,Business benefits,2,BOARD,,6.837793368,6.783363168,6,,2,
EMEA-focused vendors,Business benefits,2,Cubeware,,6.837793368,6.287092814,7,,2,
EMEA-focused vendors,Business benefits,2,cubus,,6.837793368,7.460279393,3,,2,
EMEA-focused vendors,Business benefits,2,Jedox,,6.837793368,5.874603432,10,,2,
EMEA-focused vendors,Business benefits,2,Longview Analytics,,6.837793368,7.413471678,4,,2,
EMEA-focused vendors,Business benefits,2,Looker,,6.837793368,10,1,,2,
EMEA-focused vendors,Business benefits,2,Pyramid Analytics,,6.837793368,7.152579349,5,,2,
EMEA-focused vendors,Business benefits,2,sales-i,,6.837793368,3.769579923,11,,2,
EMEA-focused vendors,Business benefits,2,TARGIT,,6.837793368,6.144633397,8,,2,
EMEA-focused vendors,Business benefits,2,Unit4 prevero,,6.837793368,6.096244568,9,,2,
EMEA-focused vendors,Project success,3,Bissantz,,7.714353594,9.049915493,2,,2,
EMEA-focused vendors,Project success,3,BOARD,,7.714353594,7.251333333,8,,2,
EMEA-focused vendors,Project success,3,Cubeware,,7.714353594,5.741013333,10,,2,
EMEA-focused vendors,Project success,3,cubus,,7.714353594,9.595368421,1,,2,
EMEA-focused vendors,Project success,3,Jedox,,7.714353594,7.735652174,7,,2,
EMEA-focused vendors,Project success,3,Longview Analytics,,7.714353594,7.866470588,6,,2,
EMEA-focused vendors,Project success,3,Looker,,7.714353594,8.453647059,5,,2,
EMEA-focused vendors,Project success,3,Pyramid Analytics,,7.714353594,8.512,3,,2,
EMEA-focused vendors,Project success,3,sales-i,,7.714353594,5.20275,11,,2,
EMEA-focused vendors,Project success,3,TARGIT,,7.714353594,6.93773913,9,,2,
EMEA-focused vendors,Project success,3,Unit4 prevero,,7.714353594,8.512,3,,2,
EMEA-focused vendors,Project length,4,Bissantz,,5.646798814,4.62228057,8,,2,
EMEA-focused vendors,Project length,4,BOARD,,5.646798814,5.382879762,6,,2,
EMEA-focused vendors,Project length,4,Cubeware,,5.646798814,3.048462116,10,,2,
EMEA-focused vendors,Project length,4,cubus,,5.646798814,7.001744186,3,,2,
EMEA-focused vendors,Project length,4,Jedox,,5.646798814,6.907193077,4,,2,
EMEA-focused vendors,Project length,4,Longview Analytics,,5.646798814,4.017562149,9,,2,
EMEA-focused vendors,Project length,4,Looker,,5.646798814,8.744186047,2,,2,
EMEA-focused vendors,Project length,4,Pyramid Analytics,,5.646798814,6.64576144,5,,2,
EMEA-focused vendors,Project length,4,sales-i,,5.646798814,8.744186047,1,,2,
EMEA-focused vendors,Project length,4,TARGIT,,5.646798814,4.761461794,7,,2,
EMEA-focused vendors,Project length,4,Unit4 prevero,,5.646798814,2.239069767,11,,2,
EMEA-focused vendors,Customer satisfaction,5,Bissantz,,7.594154731,8.168999884,3,,1,
EMEA-focused vendors,Customer satisfaction,5,BOARD,,7.594154731,7.662289846,6,,1,
EMEA-focused vendors,Customer satisfaction,5,Cubeware,,7.594154731,4.818564037,11,,1,
EMEA-focused vendors,Customer satisfaction,5,cubus,,7.594154731,9.792842281,1,,1,
EMEA-focused vendors,Customer satisfaction,5,Jedox,,7.594154731,7.473543646,8,,1,
EMEA-focused vendors,Customer satisfaction,5,Longview Analytics,,7.594154731,7.815118176,4,,1,
EMEA-focused vendors,Customer satisfaction,5,Looker,,7.594154731,7.766280038,5,,1,
EMEA-focused vendors,Customer satisfaction,5,Pyramid Analytics,,7.594154731,8.523476004,2,,1,
EMEA-focused vendors,Customer satisfaction,5,sales-i,,7.594154731,7.503211428,7,,1,
EMEA-focused vendors,Customer satisfaction,5,TARGIT,,7.594154731,7.177391058,9,,1,
EMEA-focused vendors,Customer satisfaction,5,Unit4 prevero,,7.594154731,6.833985645,10,,1,
EMEA-focused vendors,Price-to-value,6,Bissantz,,8.163505599,7.426690079,9,,2,
EMEA-focused vendors,Price-to-value,6,BOARD,,8.163505599,7.62665066,7,,2,
EMEA-focused vendors,Price-to-value,6,Cubeware,,8.163505599,7.547314578,8,,2,
EMEA-focused vendors,Price-to-value,6,cubus,,8.163505599,9.891402715,1,,2,
EMEA-focused vendors,Price-to-value,6,Jedox,,8.163505599,9.410513141,4,,2,
EMEA-focused vendors,Price-to-value,6,Longview Analytics,,8.163505599,6.652573529,10,,2,
EMEA-focused vendors,Price-to-value,6,Looker,,8.163505599,9.823529412,2,,2,
EMEA-focused vendors,Price-to-value,6,Pyramid Analytics,,8.163505599,9.425047438,3,,2,
EMEA-focused vendors,Price-to-value,6,sales-i,,8.163505599,7.666666667,6,,2,
EMEA-focused vendors,Price-to-value,6,TARGIT,,8.163505599,7.941176471,5,,2,
EMEA-focused vendors,Price-to-value,6,Unit4 prevero,,8.163505599,6.386996904,11,,2,
EMEA-focused vendors,Recommendation,7,Bissantz,,7.237192241,7.466544419,6,,2,
EMEA-focused vendors,Recommendation,7,BOARD,,7.237192241,7.083102493,8,,2,
EMEA-focused vendors,Recommendation,7,Cubeware,,7.237192241,3.907864627,11,,2,
EMEA-focused vendors,Recommendation,7,cubus,,7.237192241,9.243767313,1,,2,
EMEA-focused vendors,Recommendation,7,Jedox,,7.237192241,6.463085632,10,,2,
EMEA-focused vendors,Recommendation,7,Longview Analytics,,7.237192241,7.794030918,4,,2,
EMEA-focused vendors,Recommendation,7,Looker,,7.237192241,8.009101702,2,,2,
EMEA-focused vendors,Recommendation,7,Pyramid Analytics,,7.237192241,7.860941828,3,,2,
EMEA-focused vendors,Recommendation,7,sales-i,,7.237192241,7.311878768,7,,2,
EMEA-focused vendors,Recommendation,7,TARGIT,,7.237192241,7.590389016,5,,2,
EMEA-focused vendors,Recommendation,7,Unit4 prevero,,7.237192241,6.878407931,9,,2,
EMEA-focused vendors,Vendor support,8,Bissantz,,8.092712768,9.257851469,2,,2,
EMEA-focused vendors,Vendor support,8,BOARD,,8.092712768,7.923846134,6,,2,
EMEA-focused vendors,Vendor support,8,Cubeware,,8.092712768,5.702778429,11,,2,
EMEA-focused vendors,Vendor support,8,cubus,,8.092712768,10,1,,2,
EMEA-focused vendors,Vendor support,8,Jedox,,8.092712768,7.93553329,5,,2,
EMEA-focused vendors,Vendor support,8,Longview Analytics,,8.092712768,7.34074697,9,,2,
EMEA-focused vendors,Vendor support,8,Looker,,8.092712768,9.119373406,3,,2,
EMEA-focused vendors,Vendor support,8,Pyramid Analytics,,8.092712768,8.969281055,4,,2,
EMEA-focused vendors,Vendor support,8,sales-i,,8.092712768,7.693496067,8,,2,
EMEA-focused vendors,Vendor support,8,TARGIT,,8.092712768,7.325723481,10,,2,
EMEA-focused vendors,Vendor support,8,Unit4 prevero,,8.092712768,7.75121015,7,,2,
EMEA-focused vendors,Implementer support,9,Bissantz,,7.68149865,9.016083241,2,,2,
EMEA-focused vendors,Implementer support,9,BOARD,,7.68149865,7.232533806,8,,2,
EMEA-focused vendors,Implementer support,9,Cubeware,,7.68149865,5.283975715,11,,2,
EMEA-focused vendors,Implementer support,9,cubus,,7.68149865,10,1,,2,
EMEA-focused vendors,Implementer support,9,Jedox,,7.68149865,8.116274517,5,,2,
EMEA-focused vendors,Implementer support,9,Longview Analytics,,7.68149865,8.227047546,4,,2,
EMEA-focused vendors,Implementer support,9,Looker,,7.68149865,7.751556128,7,,2,
EMEA-focused vendors,Implementer support,9,Pyramid Analytics,,7.68149865,8.353622022,3,,2,
EMEA-focused vendors,Implementer support,9,sales-i,,7.68149865,6.298293625,10,,2,
EMEA-focused vendors,Implementer support,9,TARGIT,,7.68149865,6.4350117,9,,2,
EMEA-focused vendors,Implementer support,9,Unit4 prevero,,7.68149865,7.782086853,6,,2,
EMEA-focused vendors,Product satisfaction,10,Bissantz,,6.930673683,7.605516266,6,,2,
EMEA-focused vendors,Product satisfaction,10,BOARD,,6.930673683,8.949787836,3,,2,
EMEA-focused vendors,Product satisfaction,10,Cubeware,,6.930673683,1.873530703,11,,2,
EMEA-focused vendors,Product satisfaction,10,cubus,,6.930673683,10,1,,2,
EMEA-focused vendors,Product satisfaction,10,Jedox,,6.930673683,5.626175223,8,,2,
EMEA-focused vendors,Product satisfaction,10,Longview Analytics,,6.930673683,8.865770863,4,,2,
EMEA-focused vendors,Product satisfaction,10,Looker,,6.930673683,4.013790665,10,,2,
EMEA-focused vendors,Product satisfaction,10,Pyramid Analytics,,6.930673683,8.424681754,5,,2,
EMEA-focused vendors,Product satisfaction,10,sales-i,,6.930673683,9.243847242,2,,2,
EMEA-focused vendors,Product satisfaction,10,TARGIT,,6.930673683,6.759345322,7,,2,
EMEA-focused vendors,Product satisfaction,10,Unit4 prevero,,6.930673683,4.874964639,9,,2,
EMEA-focused vendors,Customer experience,11,Bissantz,,6.42243773,6.009137027,8,,1,
EMEA-focused vendors,Customer experience,11,BOARD,,6.42243773,7.188861071,3,,1,
EMEA-focused vendors,Customer experience,11,Cubeware,,6.42243773,4.267587679,11,,1,
EMEA-focused vendors,Customer experience,11,cubus,,6.42243773,7.599623665,2,,1,
EMEA-focused vendors,Customer experience,11,Jedox,,6.42243773,6.64221695,6,,1,
EMEA-focused vendors,Customer experience,11,Longview Analytics,,6.42243773,6.725122602,5,,1,
EMEA-focused vendors,Customer experience,11,Looker,,6.42243773,7.071608234,4,,1,
EMEA-focused vendors,Customer experience,11,Pyramid Analytics,,6.42243773,7.972101893,1,,1,
EMEA-focused vendors,Customer experience,11,sales-i,,6.42243773,5.479521427,10,,1,
EMEA-focused vendors,Customer experience,11,TARGIT,,6.42243773,5.681417256,9,,1,
EMEA-focused vendors,Customer experience,11,Unit4 prevero,,6.42243773,6.009617228,7,,1,
EMEA-focused vendors,Self-service,12,Bissantz,,6.780848894,7.641304348,5,,2,
EMEA-focused vendors,Self-service,12,BOARD,,6.780848894,7.654255319,4,,2,
EMEA-focused vendors,Self-service,12,Cubeware,,6.780848894,5.815217391,8,,2,
EMEA-focused vendors,Self-service,12,cubus,,6.780848894,8.986842105,2,,2,
EMEA-focused vendors,Self-service,12,Jedox,,6.780848894,7.032608696,6,,2,
EMEA-focused vendors,Self-service,12,Longview Analytics,,6.780848894,2.125,11,,2,
EMEA-focused vendors,Self-service,12,Looker,,6.780848894,10,1,,2,
EMEA-focused vendors,Self-service,12,Pyramid Analytics,,6.780848894,8.732758621,3,,2,
EMEA-focused vendors,Self-service,12,sales-i,,6.780848894,4.75,10,,2,
EMEA-focused vendors,Self-service,12,TARGIT,,6.780848894,6.25,7,,2,
EMEA-focused vendors,Self-service,12,Unit4 prevero,,6.780848894,5.601351351,9,,2,
EMEA-focused vendors,Flexibility,13,Bissantz,,7.643288884,4.790635756,11,,2,
EMEA-focused vendors,Flexibility,13,BOARD,,7.643288884,9.809668585,3,,2,
EMEA-focused vendors,Flexibility,13,Cubeware,,7.643288884,4.960072611,10,,2,
EMEA-focused vendors,Flexibility,13,cubus,,7.643288884,9.566711781,5,,2,
EMEA-focused vendors,Flexibility,13,Jedox,,7.643288884,9.050413318,6,,2,
